Target Pref Name,DLiP-ID,Informative Target Pref Name
BCL2-Like_BAX,I001F8,BCL2/BAX
BCL2-Like_BAX,I001F8,BCL2/BAX
BCL2-Like_BAX,I001FB,BCL2/BAX
BCL2-Like_BAX,I001FB,BCL2/BAX
BCL2-Like_BAX,I001FI,BCL2/BAX
BCL2-Like_BAX,I001FI,MCL1/BAX
BCL2-Like_BAX,I001FI,BCL2/BAX
BCL2-Like_BAX,I001FI,MCL1/BAX
BCL2-Like_BAX,I001FJ,
BCL2-Like_BAX,I001FS,B2CL1/BAX
BCL2-Like_BAX,I001FS,BCL2/BAX
BCL2-Like_BAX,I001FS,BCL2/BAX
BCL2-Like_BAX,I001FS,B2CL1/BAX
BCL2-Like_BAX,I001FT,
BCL2-Like_BAX,I001FU,BCL2/BAX
BCL2-Like_BAX,I001FU,BCL2/BAX
BCL2-Like_BAX,I001FY,B2CL1/BAX
BCL2-Like_BAX,I001FY,MCL1/BAX
BCL2-Like_BAX,I001FY,MCL1/BAX
BCL2-Like_BAX,I001FY,B2CL1/BAX
BCL2-Like_BAX,I001FY,BCL2/BAX
BCL2-Like_BAX,I001FY,BCL2/BAX
BCL2-Like_BAX,I001FZ,
BCL2-Like_BAX,I001G0,
BCL2-Like_BAX,I001G4,
BCL2-Like_BAX,I001G5,BCL2/BAX
BCL2-Like_BAX,I001G5,B2CL1/BAX
BCL2-Like_BAX,I001G5,B2CL1/BAX
BCL2-Like_BAX,I001G5,BCL2/BAX
BCL2-Like_BAX,I001GC,BCL2/BAX
BCL2-Like_BAX,I001GC,BCL2/BAX
BCL2-Like_BAX,I001GC,MCL1/BAX
BCL2-Like_BAX,I001GC,MCL1/BAX
BCL2-Like_BAX,I001GD,
BCL2-Like_BAX,I001GX,BCL2/BAX
BCL2-Like_BAX,I001GX,BCL2/BAX
BCL2-Like_BAX,I001GZ,BCL2/BAX
BCL2-Like_BAX,I001GZ,BCL2/BAX
BCL2-Like_BAX,I001H0,B2CL1/BAX
BCL2-Like_BAX,I001H0,B2CL1/BAX
BCL2-Like_BAX,I001H0,BCL2/BAX
BCL2-Like_BAX,I001H0,BCL2/BAX
BCL2-Like_BAX,I001H1,
BCL2-Like_BAX,I001H4,B2CL1/BAX
BCL2-Like_BAX,I001H4,B2CL1/BAX
BCL2-Like_BAX,I001H4,BCL2/BAX
BCL2-Like_BAX,I001H4,BCL2/BAX
BCL2-Like_BAX,I001H5,
BCL2-Like_BAX,I001HF,MCL1/BAX
BCL2-Like_BAX,I001HF,BCL2/BAX
BCL2-Like_BAX,I001HF,MCL1/BAX
BCL2-Like_BAX,I001HF,B2LA1/BAX
BCL2-Like_BAX,I001HF,BCL2/BAX
BCL2-Like_BAX,I001HF,B2CL1/BAX
BCL2-Like_BAX,I001HF,B2LA1/BAX
BCL2-Like_BAX,I001HF,B2CL1/BAX
BCL2-Like_BAX,I001HG,
BCL2-Like_BAX,I001HH,
BCL2-Like_BAX,I001HI,
BCL2-Like_BAX,I001HK,BCL2/BAX
BCL2-Like_BAX,I001HK,BCL2/BAX
BCL2-Like_BAX,I001HS,BCL2/BAX
BCL2-Like_BAX,I001HS,B2CL2/BAX
BCL2-Like_BAX,I001HS,BCL2/BAX
BCL2-Like_BAX,I001HS,B2CL2/BAX
BCL2-Like_BAX,I001HT,
BCL2-Like_BAX,I001HV,BCL2/BAX
BCL2-Like_BAX,I001HV,B2CL1/BAX
BCL2-Like_BAX,I001HV,B2CL1/BAX
BCL2-Like_BAX,I001HV,BCL2/BAX
BCL2-Like_BAX,I001HW,
BCL2-Like_BAX,I001HZ,BCL2/BAX
BCL2-Like_BAX,I001HZ,MCL1/BAX
BCL2-Like_BAX,I001HZ,MCL1/BAX
BCL2-Like_BAX,I001HZ,BCL2/BAX
BCL2-Like_BAX,I001I0,
BCL2-Like_BAX,I001I3,BCL2/BAX
BCL2-Like_BAX,I001I3,BCL2/BAX
BCL2-Like_BAX,I001I6,BCL2/BAX
BCL2-Like_BAX,I001I6,BCL2/BAX
BCL2-Like_BAX,I001IF,BCL2/BAX
BCL2-Like_BAX,I001IF,BCL2/BAX
BCL2-Like_BAX,I001IF,B2CL2/BAX
BCL2-Like_BAX,I001IF,B2CL2/BAX
BCL2-Like_BAX,I001IG,
BCL2-Like_BAX,I001IJ,MCL1/BAX
BCL2-Like_BAX,I001IJ,BCL2/BAX
BCL2-Like_BAX,I001IJ,MCL1/BAX
BCL2-Like_BAX,I001IJ,BCL2/BAX
BCL2-Like_BAX,I001IK,
BCL2-Like_BAX,I001IM,BCL2/BAX
BCL2-Like_BAX,I001IM,BCL2/BAX
BCL2-Like_BAX,I001IN,BCL2/BAX
BCL2-Like_BAX,I001IN,BCL2/BAX
BCL2-Like_BAX,I001IU,BCL2/BAX
BCL2-Like_BAX,I001IU,BCL2/BAX
BCL2-Like_BAX,I001IU,MCL1/BAX
BCL2-Like_BAX,I001IU,MCL1/BAX
BCL2-Like_BAX,I001IV,
BCL2-Like_BAX,I001J9,BCL2/BAX
BCL2-Like_BAX,I001J9,BCL2/BAX
BCL2-Like_BAX,I001JL,BCL2/BAX
BCL2-Like_BAX,I001JL,BCL2/BAX
BCL2-Like_BAX,I001JQ,BCL2/BAX
BCL2-Like_BAX,I001JQ,B2CL1/BAX
BCL2-Like_BAX,I001JQ,BCL2/BAX
BCL2-Like_BAX,I001JQ,B2CL1/BAX
BCL2-Like_BAX,I001JR,
BCL2-Like_BAX,I001JS,BCL2/BAX
BCL2-Like_BAX,I001JS,BCL2/BAX
BCL2-Like_BAX,I000AA,B2CL1/BAX
BCL2-Like_BAX,I000AA,B2CL1/BAX
BCL2-Like_BAX,I000AA,BCL2/BAX
BCL2-Like_BAX,I000AA,BCL2/BAX
BCL2-Like_BAX,I000AB,
BCL2-Like_BAX,I0019J,MCL1/BAX
BCL2-Like_BAX,I0019J,MCL1/BAX
BCL2-Like_BAX,I0019J,BCL2/BAX
BCL2-Like_BAX,I0019J,BCL2/BAX
